240.0,80.0,28.335077
240.0,100.0,2.6710129
240.0,120.0,14.284012
240.0,140.0,29.202044
240.0,160.0,0.6363106
240.0,180.0,28.03729
240.0,200.0,29.98152
240.0,220.0,3.4626698
240.0,240.0,14.109356
240.0,260.0,7.3958206
240.0,280.0,10.895429
240.0,300.0,6.8321967
240.0,320.0,16.497032
240.0,340.0,8.926899
240.0,360.0,19.034815
240.0,380.0,18.678267
260.0,0.0,4.6929717
260.0,20.0,19.203285
260.0,40.0,27.879845
260.0,60.0,12.310717
260.0,80.0,0.8474183
260.0,100.0,38.56299
260.0,120.0,33.33349
260.0,140.0,2.7065897
260.0,160.0,22.080061
260.0,180.0,34.417164
260.0,200.0,11.096027
260.0,220.0,20.160587
260.0,240.0,0.6328726
260.0,260.0,4.6538258
260.0,280.0,20.534899
260.0,300.0,37.902428
260.0,320.0,7.848983
260.0,340.0,21.546947
260.0,360.0,8.566184
260.0,380.0,35.451305
280.0,0.0,2.9734612
280.0,20.0,13.806803
280.0,40.0,7.756381
280.0,60.0,37.046787
280.0,80.0,32.72822
280.0,100.0,26.118244
280.0,120.0,11.145447
280.0,140.0,24.225283
280.0,160.0,6.8296146
280.0,180.0,35.342335
280.0,200.0,38.16116
280.0,220.0,24.946907
280.0,240.0,25.633173
280.0,260.0,12.260826
280.0,280.0,23.042143
280.0,300.0,23.189543
280.0,320.0,7.068982
280.0,340.0,7.205453
280.0,360.0,16.638887
280.0,380.0,30.310543
300.0,0.0,39.7629
300.0,20.0,5.142536
300.0,40.0,37.170605
300.0,60.0,3.55191
300.0,80.0,37.136845
300.0,100.0,16.91085
300.0,120.0,13.956971
300.0,140.0,21.777527
300.0,160.0,23.385044
300.0,180.0,32.594967
300.0,200.0,4.4196796
300.0,220.0,20.951155
300.0,240.0,37.196545
300.0,260.0,2.839973
300.0,280.0,8.485479
300.0,300.0,22.187006
300.0,320.0,4.226091
300.0,340.0,24.78467
300.0,360.0,21.271843
300.0,380.0,36.750824
320.0,0.0,26.520416
320.0,20.0,39.84159
320.0,40.0,15.574987
320.0,60.0,31.604015
320.0,80.0,8.923367
320.0,100.0,17.541494
320.0,120.0,16.809223
320.0,140.0,25.536896
320.0,160.0,22.075867
320.0,180.0,37.970085
320.0,200.0,26.893263
320.0,220.0,2.3243904
320.0,240.0,2.7840424
320.0,260.0,37.963406
320.0,280.0,37.994522
320.0,300.0,29.47964
320.0,320.0,39.66516
320.0,340.0,34.328457
320.0,360.0,35.503254
320.0,380.0,38.02234
340.0,0.0,10.135627
340.0,20.0,10.175007
340.0,40.0,11.216305
340.0,60.0,2.2903848
340.0,80.0,19.641685
340.0,100.0,35.36594
340.0,120.0,17.19143
340.0,140.0,34.40027
340.0,160.0,1.8414068
340.0,180.0,24.62477
340.0,200.0,38.439762
340.0,220.0,3.824234
340.0,240.0,36.139427
340.0,260.0,10.612909
340.0,280.0,34.532043
340.0,300.0,20.145813
340.0,320.0,34.09338
340.0,340.0,6.063776
340.0,360.0,27.905502
340.0,380.0,0.9500599
360.0,0.0,36.91651
360.0,20.0,28.718462
360.0,40.0,27.399529
360.0,60.0,14.696304
360.0,80.0,11.384335
360.0,100.0,33.356636
360.0,120.0,2.1706414
360.0,140.0,1.1294341
360.0,160.0,20.327663
360.0,180.0,22.789108
360.0,200.0,32.117664
360.0,220.0,13.256243
360.0,240.0,6.5996885
360.0,260.0,28.533
360.0,280.0,10.387893
360.0,300.0,12.216436
360.0,320.0,26.604605
360.0,340.0,34.409546
360.0,360.0,11.160877
360.0,380.0,19.708616
380.0,0.0,22.458858
380.0,20.0,2.9959607
380.0,40.0,37.069984
380.0,60.0,25.310665
380.0,80.0,2.5373292
380.0,100.0,14.35951
380.0,120.0,16.299484
380.0,140.0,34.50
